time,hu
1962-06-22,70.1365
1962-06-23,59.6535
1962-06-24,59.4755
1962-06-25,55.613
1962-06-26,58.1415
1962-06-27,61.5295
1962-06-28,55.758
1962-06-29,44.0715
1962-06-30,61.0285
1962-07-01,62.635498
1962-07-02,65.6505
1962-07-03,77.259995
1962-07-04,82.167
1962-07-05,80.4855
1962-07-06,78.0355
1962-07-07,70.7635
1962-07-08,69.003494
1962-07-09,66.002
1962-07-10,64.852
1962-07-11,62.601498
1962-07-12,63.734997
1962-07-13,64.7555
1962-07-14,68.923
1962-07-15,67.0315
1962-07-16,76.3585
1962-07-17,82.8675
1962-07-18,83.4685
1962-07-19,80.4465
1962-07-20,65.8415
1962-07-21,65.015
1962-07-22,66.361
1962-07-23,70.006996
1962-07-24,62.711998
1962-07-25,64.962
1962-07-26,58.2945
1962-07-27,58.2985
1962-07-28,57.0845
1962-07-29,68.2605
1962-07-30,69.131996
1962-07-31,73.834496
1962-08-01,61.659
1962-08-02,64.5705
1962-08-03,65.381996
1962-08-04,65.0075
1962-08-05,66.3525
1962-08-06,68.2775
1962-08-07,52.9735
1962-08-08,56.2095
1962-08-09,61.461
1962-08-10,66.167496
1962-08-11,65.895996
1962-08-12,66.595
1962-08-13,60.261497
1962-08-14,58.865498
1962-08-15,56.325
1962-08-16,71.7445
1962-08-17,72.715996
1962-08-18,73.576996
1962-08-19,56.646
1962-08-20,61.874
1962-08-21,68.743
1962-08-22,68.0895
1962-08-23,62.263
1962-08-24,50.881
1962-08-25,68.167
1962-08-26,57.5415
1962-08-27,65.0665
1962-08-28,53.503498
1962-08-29,52.41
1962-08-30,61.848
1962-08-31,54.343998
1962-09-01,59.796497
1962-09-02,62.411
1962-09-03,62.345497
1962-09-04,58.9795
1962-09-05,64.516
1962-09-06,71.2715
1962-09-07,66.6705
1962-09-08,75.5615
1962-09-09,67.4615
1962-09-10,61.018497
1962-09-11,57.517998
1962-09-12,54.917
1962-09-13,51.651997
1962-09-14,67.697495
1962-09-15,60.9575
1962-09-16,55.138996
1962-09-17,75.973
1962-09-18,85.53842
1962-09-19,76.389
1962-09-20,80.293495
1962-09-21,71.7345
1962-09-22,75.062996
1962-09-23,76.265
1962-09-24,85.308
1962-09-25,80.7145
1962-09-26,65.942
1962-09-27,78.6005
1962-09-28,84.4695
1962-09-29,80.06
1962-09-30,77.709
1962-10-01,75.757996
1962-10-02,71.84
1962-10-03,71.182
1962-10-04,71.259995
1962-10-05,68.084496
1962-10-06,71.2035
1962-10-07,58.484497
1962-10-08,65.556
1962-10-09,61.374
1962-10-10,67.08
1962-10-11,62.8705
1962-10-12,69.513
1962-10-13,69.406
1962-10-14,79.226
1962-10-15,71.495
1962-10-16,78.322
1962-10-17,71.4215
1962-10-18,74.194
1962-10-19,70.6465
1962-10-20,59.2525
1962-10-21,67.023
1962-10-22,69.7285
1962-10-23,71.2175
1962-10-24,67.6225
1962-10-25,69.6365
1962-10-26,70.9905
1962-10-27,68.9435
1962-10-28,72.291
1962-10-29,83.3255
1962-10-30,76.7555
1962-10-31,87.79211
1962-11-01,84.21474
1962-11-02,91.54357
1962-11-03,93.45818
1962-11-04,92.498
1962-11-05,84.63052
1962-11-06,84.0375
1962-11-07,82.054
1962-11-08,76.6545
1962-11-09,82.2165
1962-11-10,88.71571
1962-11-11,90.072
1962-11-12,90.57445
1962-11-13,91.97867
1962-11-14,89.82353
1962-11-15,89.346
1962-11-16,84.937004
1962-11-17,81.002
1962-11-18,85.33684
1962-11-19,84.5695
1962-11-20,87.8745
1962-11-21,90.4375
1962-11-22,81.5515
1962-11-23,91.191765
1962-11-24,94.45
1962-11-25,93.123
1962-11-26,91.78778
1962-11-27,91.13125
1962-11-28,89.49412
1962-11-29,88.08053
1962-11-30,88.578125
1962-12-01,80.729
1962-12-02,77.007996
1962-12-03,86.21895
1962-12-04,85.9
1962-12-05,82.228424
1962-12-06,88.11471
1962-12-07,92.957146
1962-12-08,92.34333
1962-12-09,91.30786
1962-12-10,90.189445
1962-12-11,85.314735
1962-12-12,77.587
1962-12-13,68.891495
1962-12-14,88.265884
1962-12-15,79.851
1962-12-16,82.475
1962-12-17,78.0155
1962-12-18,86.919
1962-12-19,90.71333
1962-12-20,86.479
1962-12-21,84.902
1962-12-22,76.6665
1962-12-23,74.288
1962-12-24,80.311
1962-12-25,85.0005
1962-12-26,87.292
1962-12-27,86.5565
1962-12-28,84.95895
1962-12-29,80.9425
1962-12-30,92.18539
1962-12-31,89.161766
1963-01-01,90.31875
1963-01-02,86.375496
1963-01-03,89.68
1963-01-04,88.905
1963-01-05,86.456665
1963-01-06,89.03158
1963-01-07,94.361115
1963-01-08,91.79882
1963-01-09,87.933
1963-01-10,89.0965
1963-01-11,87.057495
1963-01-12,82.9785
1963-01-13,80.9615
1963-01-14,75.793
1963-01-15,69.778
1963-01-16,67.534996
1963-01-17,75.2005
1963-01-18,81.004
1963-01-19,79.018
1963-01-20,81.9345
1963-01-21,72.49
1963-01-22,76.6475
1963-01-23,79.292
1963-01-24,79.7275
1963-01-25,85.796
1963-01-26,84.0585
1963-01-27,84.095
1963-01-28,84.7155
1963-01-29,86.975
1963-01-30,83.3875
1963-01-31,85.5335
1963-02-01,84.6895
1963-02-02,81.359
1963-02-03,87.855
1963-02-04,77.6155
1963-02-05,89.25105
1963-02-06,85.3295
1963-02-07,89.225
1963-02-08,91.0165
1963-02-09,90.29667
1963-02-10,91.5725
1963-02-11,89.79263
1963-02-12,89.1685
1963-02-13,91.44527
1963-02-14,87.06579
1963-02-15,88.812355
1963-02-16,88.878334
1963-02-17,90.65056
1963-02-18,92.066
1963-02-19,90.3421
1963-02-20,89.32
1963-02-21,82.019
1963-02-22,81.2255
1963-02-23,80.4335
1963-02-24,74.9155
1963-02-25,74.11
1963-02-26,81.3725
1963-02-27,70.507996
1963-02-28,66.9575
1963-03-01,72.0215
1963-03-02,70.627
1963-03-03,71.526
1963-03-04,81.5335
1963-03-05,80.0235
1963-03-06,78.6065
1963-03-07,71.284996
1963-03-08,71.195
1963-03-09,78.7075
1963-03-10,89.36889
1963-03-11,83.143
1963-03-12,82.374
1963-03-13,70.3915
1963-03-14,69.5865
1963-03-15,72.5175
1963-03-16,67.1285
1963-03-17,63.1055
1963-03-18,74.988945
1963-03-19,89.17611
1963-03-20,89.106
1963-03-21,90.39733
1963-03-22,88.81734
1963-03-23,86.383995
1963-03-24,67.489
1963-03-25,71.1185
1963-03-26,53.8125
1963-03-27,70.7605
1963-03-28,81.9805
1963-03-29,81.2865
1963-03-30,75.69
